section	theme	fr	pos	en	zh	note	exemple
NUMERIQUE	媒体信息	le titre / la manchette	n.m./n.f.	headline	标题	媒体素养，manchette 是头条	La manchette était trompeuse.
NUMERIQUE	媒体信息	l'influenceur	n.m.	influencer	网红	现代媒体生态	Les marques collaborent avec des influenceurs.
NUMERIQUE	AI与就业	la requalification	n.f.	reskilling	技能再培训	政策应对	La requalification des travailleurs devient urgente.
NUMERIQUE	AI与就业	la productivité	n.f.	productivity	生产率	经济议题	La technologie a augmenté la productivité.
NUMERIQUE	AI与就业	le sans-papier（无纸化）	adj.	paperless	无纸化的	常说 sans papier / numérique	Le bureau est passé au sans-papier l'an dernier.
NUMERIQUE	AI与就业	la cyberdépendance	n.f.	internet addiction	网络成瘾	健康与教育议题	La cyberdépendance chez les jeunes inquiète.
QUOTIDIEN	购物	le chariot / le panier	n.m.	cart / basket	购物车/购物篮	超市场景	Prenez un chariot à l'entrée.
QUOTIDIEN	购物	l'emballage	n.m.	packaging	包装	环保议题	L'emballage excessif est un problème.
QUOTIDIEN	天气	les précipitations	n.f.pl.	precipitation	降水	气象术语，永远复数	Des précipitations abondantes sont attendues.
QUOTIDIEN	休闲	le passe-temps	n.m.	hobby	爱好	EO1 必问	Mon passe-temps préféré, c'est la lecture.
QUOTIDIEN	休闲	la motoneige	n.f.	snowmobile	雪地摩托	加拿大冬季运动，特色词	La motoneige est très populaire au Québec.
QUOTIDIEN	休闲	le festival	n.m.	festival	节庆活动	魁北克文化生活核心	Le festival d'été attire des milliers de visiteurs.
QUOTIDIEN	休闲	l'abonnement / s'abonner	n.m./v.	membership / to subscribe	会员/订阅	服务场景	L'abonnement annuel coûte 300 dollars.
