section	theme	fr	pos	en	zh	note	exemple
QUOTIDIEN	天气	il fait froid / doux / humide	loc.	it is cold / mild / humid	天气冷/温和/潮湿	il fait 是固定结构	Il fait moins quinze ce matin.
QUOTIDIEN	天气	la pluie / la neige / le vent	n.f./n.m.	rain / snow / wind	雨/雪/风	基础天气词	La neige commencera en soirée.
QUOTIDIEN	天气	l'avertissement météorologique	n.m.	weather warning	天气预警	加拿大广播固定用语	Un avertissement de tempête est en vigueur.
QUOTIDIEN	休闲	les loisirs	n.m.pl.	leisure activities	休闲活动	EO1 必问	Quels sont vos loisirs ?
QUOTIDIEN	休闲	faire du bénévolat / du sport / de la randonnée	v.	to volunteer / do sport / go hiking	做志愿/运动/徒步	faire de + 活动 结构	Je fais de la randonnée les fins de semaine.
QUOTIDIEN	休闲	la bibliothèque	n.f.	library	图书馆	社区资源，非 librairie 书店	La bibliothèque offre des ateliers gratuits.
QUOTIDIEN	休闲	le centre communautaire	n.m.	community centre	社区中心	加拿大社区生活核心	Le centre communautaire propose des cours de français.
QUOTIDIEN	休闲	l'inscription à une activité	n.f.	activity registration	活动报名	EO2 场景	L'inscription se fait en ligne avant le 30 août.
VERBES	动介搭配	s'occuper de	v.	to take care of / to handle	负责/照料	介词 de，高频	Je m'occupe de la réservation.
VERBES	动介搭配	se rendre compte de / que	v.	to realise	意识到	反身动词，高分	Je me suis rendu compte que j'avais oublié.
VERBES	动介搭配	réussir à + 原形	v.	to manage to	成功做到	介词 à	J'ai réussi à obtenir un rendez-vous.
VERBES	动介搭配	arriver à + 原形	v.	to manage to	做得到	口语版 réussir à	Je n'arrive pas à comprendre cette règle.
VERBES	动介搭配	décider de + 原形	v.	to decide to	决定	介词 de	Nous avons décidé de déménager.
VERBES	动介搭配	essayer de + 原形	v.	to try to	尝试	介词 de	J'ai essayé de vous joindre hier.
VERBES	动介搭配	commencer à / finir de	v.	to start / to finish	开始/结束	介词不同，易错	J'ai commencé à apprendre le français en 2024.
VERBES	动介搭配	penser à / penser de	v.	to think about / to think of	想到/认为	à 是想起，de 是评价，考点	Que pensez-vous de cette idée ?
VERBES	动介搭配	manquer de / manquer à	v.	to lack / to be missed by	缺乏/被想念	两种用法差别大	La ville manque de logements abordables.
VERBES	动介搭配	s'attendre à	v.	to expect	预期	介词 à	Je ne m'attendais pas à une telle réponse.
VERBES	动介搭配	s'habituer à	v.	to get used to	习惯于	新移民话题高频	Je me suis habitué au climat canadien.
VERBES	动介搭配	se plaindre de	v.	to complain about	抱怨	投诉场景	Les voisins se plaignent du bruit.
VERBES	动介搭配	profiter de	v.	to take advantage of / to enjoy	利用/享受	正面含义	Profitez de l'offre avant la fin du mois.
VERBES	动介搭配	participer à	v.	to take part in	参加	介词 à	J'ai participé à un atelier d'emploi.
VERBES	动介搭配	convenir à / convenir de	v.	to suit / to agree on	适合/商定	双用法	Cette date me convient parfaitement.
VERBES	高频动词	constater	v.	to observe / to note	发现/注意到	书面高分	J'ai constaté une erreur sur ma facture.
VERBES	高频动词	signaler	v.	to report / to flag	反映/报告	投诉高分动词	Je souhaite signaler un problème récurrent.
VERBES	高频动词	régler	v.	to settle / to fix	解决/付清	一词两义	J'espère que ce problème sera réglé rapidement.
VERBES	高频动词	joindre	v.	to reach (someone) / to attach	联系上/附上	双义高频	Vous pouvez me joindre au numéro suivant.
VERBES	高频动词	renseigner / se renseigner	v.	to inform / to find out	告知/打听	EO2 核心动词	Je me suis renseigné auprès de la mairie.
VERBES	高频动词	favoriser	v.	to promote / to encourage	促进	议论高分动词	Le télétravail favorise l'autonomie.
VERBES	高频动词	renforcer	v.	to strengthen	加强	议论高分动词	Il faut renforcer les services publics.
VERBES	高频动词	réduire / diminuer	v.	to reduce / to decrease	减少	数据与政策	Cette mesure vise à réduire les coûts.
VERBES	高频动词	augmenter / accroître	v.	to increase	增加	accroître 更书面	Le nombre de demandes a fortement augmenté.
PIEGES	假朋友	assister à	v.	to attend (NOT to assist)	出席（不是协助）	中英法三方易错，assist 是 aider	J'assiste au cours, je n'aide pas le professeur.
PIEGES	假朋友	actuellement	adv.	currently (NOT actually)	目前（不是实际上）	actually 是 en fait	Actuellement, je cherche un emploi.
PIEGES	假朋友	éventuellement	adv.	possibly (NOT eventually)	可能（不是最终）	eventually 是 finalement	Je pourrai éventuellement vous aider.
PIEGES	假朋友	sensible	adj.	sensitive (NOT sensible)	敏感的（不是明智的）	sensible 英文对应 raisonnable	C'est un sujet sensible.
PIEGES	假朋友	la librairie	n.f.	bookshop (NOT library)	书店（不是图书馆）	library 是 bibliothèque	J'ai acheté ce livre à la librairie.
PIEGES	假朋友	le collège	n.m.	middle school (in France) / college (in Quebec)	初中/学院	魁北克与法国含义不同，考点	Au Québec, le cégep vient après le secondaire.
PIEGES	假朋友	passer un examen	v.	to sit an exam (NOT to pass)	参加考试（不是通过）	通过是 réussir un examen	J'ai passé le TCF en mars et je l'ai réussi.
PIEGES	假朋友	la monnaie	n.f.	change / currency (NOT money)	零钱/货币	money 是 l'argent	Gardez la monnaie.
PIEGES	假朋友	demander	v.	to ask (NOT to demand)	询问/请求	demand 是 exiger	Je vous demande de patienter.
PIEGES	语法陷阱	les / des 在形容词前	det.	de before adjective+noun	形容词前 des 变 de	de nombreux, de bonnes — 高分细节	Il y a de nombreux avantages.
PIEGES	语法陷阱	虚拟式触发词	gram.	subjunctive triggers	虚拟式触发	il faut que, bien que, pour que, avant que, vouloir que	Il faut que je parte maintenant.
PIEGES	语法陷阱	直陈式触发词	gram.	indicative triggers	直陈式触发	parce que, puisque, après que, espérer que	J'espère que vous allez bien.
PIEGES	语法陷阱	复合过去时助动词	gram.	avoir vs être	助动词选择	DR MRS VANDERTRAMP 动词和所有反身动词用 être	Je me suis inscrit hier.
PIEGES	语法陷阱	未完成过去时 vs 复合过去时	gram.	imparfait vs passé composé	背景描写 vs 具体动作	Tâche 2 叙事的核心语法得分点	Il pleuvait quand je suis sorti.
PIEGES	语法陷阱	条件式表礼貌	gram.	conditional for politeness	条件式表礼貌	je voudrais / pourriez-vous / j'aimerais — EO2 必用	Je voudrais réserver une place.
PIEGES	语法陷阱	性数一致	gram.	gender and number agreement	性数配合	形容词与过去分词的配合是 EE 高频扣分点	Les décisions ont été prises hier.
COCE	公告用语	veuillez + 原形	expr.	please (formal imperative)	请……	公告与通知的固定开头，CO 高频	Veuillez patienter quelques instants.
COCE	公告用语	nous vous informons que	expr.	we inform you that	兹通知	正式通知开场	Nous vous informons que le service sera interrompu.
COCE	公告用语	en raison de	loc.	due to	由于	公告说明原因的标准用语	En raison de travaux, l'accès est fermé.
COCE	公告用语	à compter du / à partir du	loc.	as of / starting from	自……起	生效日期表达	À compter du 1er juin, les tarifs changent.
COCE	公告用语	jusqu'à nouvel ordre	loc.	until further notice	另行通知前	公告固定语	Le stationnement est interdit jusqu'à nouvel ordre.
COCE	公告用语	est susceptible de	expr.	is likely to / may	可能会	正式预警表达	Le service est susceptible d'être retardé.
COCE	公告用语	il est interdit de / défense de	expr.	it is forbidden to	禁止	标识与规章	Il est interdit de fumer dans l'immeuble.
COCE	公告用语	il est obligatoire de	expr.	it is compulsory to	必须	规章用语	Il est obligatoire de présenter une pièce d'identité.
COCE	公告用语	sous réserve de	loc.	subject to	以……为条件	正式文件高频	Offre valable sous réserve de disponibilité.
COCE	公告用语	dans les plus brefs délais	loc.	as soon as possible	尽快	正式催办	Veuillez répondre dans les plus brefs délais.
COCE	公告用语	prière de	expr.	kindly	敬请	标识用语	Prière de ne pas déranger.
COCE	公告用语	le préavis	n.m.	advance notice	提前通知期	与劳动合同的 préavis 同词不同语境，此处指规章要求的提前告知	Un préavis de trente jours est exigé pour résilier le bail.
COCE	公告用语	entrer en vigueur	expr.	to come into effect	生效	政策公告	La nouvelle règle entre en vigueur lundi.
COCE	公告用语	être en vigueur	expr.	to be in force	现行有效	加拿大公告高频	Un avertissement de chaleur est en vigueur.
COCE	小广告	à louer / à vendre	loc.	for rent / for sale	出租/出售	petite annonce 标题词	Quatre et demi à louer, libre immédiatement.
COCE	小广告	libre immédiatement	loc.	available immediately	即刻可入住	租房广告	Logement libre immédiatement, non meublé.
COCE	小广告	tout inclus / tout compris	loc.	all inclusive	全包	租房与旅游广告	Loyer de 1 200 dollars, tout inclus.
COCE	小广告	proche de / à deux pas de	loc.	close to / a stone's throw from	靠近	广告卖点表达	À deux pas du métro et des commerces.
COCE	小广告	s'adresser à / contacter	v.	to contact	请联系	广告结尾	S'adresser au concierge pour visiter.
COCE	小广告	références exigées	loc.	references required	需提供推荐人	租房广告条件	Références exigées, non-fumeur.
COCE	小广告	expérience souhaitée / exigée	loc.	experience preferred / required	经验优先/必备	招聘广告	Expérience exigée : deux ans minimum.
COCE	小广告	faire parvenir votre CV	expr.	to send in your CV	请投递简历	招聘广告结尾	Faire parvenir votre CV avant le 15 mai.
COCE	小广告	poste à combler	n.m.	position to be filled	待招职位	加拿大招聘用语	Poste à combler immédiatement.
COCE	小广告	temps plein / temps partiel	loc.	full-time / part-time	全职/兼职	招聘广告	Poste à temps partiel, soirs et fins de semaine.
COCE	正式文件	le formulaire	n.m.	form	表格	办事流程	Remplissez le formulaire en ligne.
COCE	正式文件	remplir / déposer une demande	v.	to fill out / to submit an application	填写/提交申请	流程动词	J'ai déposé ma demande la semaine dernière.
COCE	正式文件	la pièce justificative	n.f.	supporting document	证明文件	官方文件高频	Joignez toutes les pièces justificatives.
COCE	正式文件	la pièce d'identité	n.f.	photo ID	身份证件	办事必备	Présentez une pièce d'identité avec photo.
COCE	正式文件	la preuve de résidence	n.f.	proof of address	居住证明	办事必备	Une preuve de résidence est requise.
COCE	正式文件	le délai de traitement	n.m.	processing time	办理时长	移民与办事高频	Le délai de traitement est de huit semaines.
COCE	正式文件	être admissible à	expr.	to be eligible for	符合……资格	加拿大说 admissible，法国说 éligible	Vous êtes admissible à cette subvention.
COCE	正式文件	le renouvellement / renouveler	n.m./v.	renewal / to renew	续期	证件与租约	Le renouvellement du permis se fait en ligne.
COCE	正式文件	échoir / la date d'expiration	v./n.f.	to expire / expiry date	到期	证件管理	Vérifiez la date d'expiration de votre carte.
COCE	正式文件	les frais de dossier	n.m.pl.	application fee	申请费	办事费用	Les frais de dossier sont non remboursables.
COCE	正式文件	le reçu / l'accusé de réception	n.m.	receipt / acknowledgement of receipt	收据/收讫回执	正式流程	Vous recevrez un accusé de réception par courriel.
VERBES	动介搭配	tenir à + 原形	v.	to be keen to / to insist on	坚持要/很想	表达强烈意愿，高分	Je tiens à vous remercier personnellement.
CONJUG	核心不规则	être	v.	to be	是	je suis, tu es, il est, nous sommes, vous êtes, ils sont ; PC été ; imp. j'étais ; fut. je serai ; subj. que je sois	Je suis originaire de Chine.
CONJUG	核心不规则	avoir	v.	to have	有	j'ai, tu as, il a, nous avons, vous avez, ils ont ; PC eu ; imp. j'avais ; fut. j'aurai ; subj. que j'aie	J'ai deux enfants.
CONJUG	核心不规则	aller	v.	to go	去	je vais, tu vas, il va, nous allons, vous allez, ils vont ; fut. j'irai ; subj. que j'aille ; PC 用 être	Je vais au travail en autobus.
CONJUG	核心不规则	faire	v.	to do / to make	做	je fais, nous faisons, vous faites, ils font ; PC fait ; fut. je ferai ; subj. que je fasse	Je fais du sport le matin.
CONJUG	核心不规则	pouvoir	v.	to be able to	能够	je peux, il peut, nous pouvons, ils peuvent ; fut. je pourrai ; cond. je pourrais ; subj. que je puisse	Pourriez-vous m'aider ?
CONJUG	核心不规则	vouloir	v.	to want	想要	je veux, il veut, nous voulons, ils veulent ; cond. je voudrais ; subj. que je veuille	Je voudrais réserver une place.
CONJUG	核心不规则	devoir	v.	must / to owe	必须	je dois, il doit, nous devons, ils doivent ; cond. je devrais ; PC dû	Je dois partir maintenant.
CONJUG	核心不规则	savoir	v.	to know (a fact)	知道	je sais, il sait, nous savons, ils savent ; subj. que je sache ; PC su	Je sais qu'il faut s'inscrire en ligne.
CONJUG	核心不规则	connaître	v.	to know (be familiar with)	认识	je connais, il connaît, nous connaissons ; PC connu ; 与 savoir 的区别是考点	Je connais bien ce quartier.
CONJUG	核心不规则	venir	v.	to come	来	je viens, il vient, nous venons, ils viennent ; fut. je viendrai ; PC 用 être	Je viens de Shanghai.
CONJUG	核心不规则	prendre	v.	to take	拿/乘坐	je prends, il prend, nous prenons, ils prennent ; PC pris	Je prends le métro tous les jours.
CONJUG	核心不规则	mettre	v.	to put	放	je mets, il met, nous mettons ; PC mis	J'ai mis les documents sur votre bureau.
CONJUG	核心不规则	dire	v.	to say	说	je dis, nous disons, vous dites, ils disent ; PC dit	Il m'a dit qu'il serait en retard.
CONJUG	核心不规则	voir	v.	to see	看见	je vois, nous voyons, ils voient ; fut. je verrai ; PC vu	Je vois ce que vous voulez dire.
CONJUG	核心不规则	croire	v.	to believe	相信	je crois, nous croyons, ils croient ; PC cru ; 否定后接虚拟式	Je ne crois pas que ce soit une bonne idée.
CONJUG	核心不规则	écrire	v.	to write	写	j'écris, nous écrivons ; PC écrit	Je vous écris au sujet de l'annonce.
CONJUG	核心不规则	lire	v.	to read	读	je lis, nous lisons, ils lisent ; PC lu	J'ai lu votre courriel ce matin.
CONJUG	核心不规则	recevoir	v.	to receive	收到	je reçois, nous recevons, ils reçoivent ; PC reçu ; 注意 ç	J'ai reçu votre message hier.
CONJUG	核心不规则	falloir	v.	to be necessary	必须	无人称：il faut ; fut. il faudra ; subj. qu'il faille ; il faut que + 虚拟式	Il faut que je parte tôt.
CONJUG	核心不规则	valoir	v.	to be worth	值得	il vaut ; il vaut mieux que + 虚拟式	Il vaut mieux que vous réserviez à l'avance.
CONJUG	核心不规则	s'asseoir	v.	to sit down	坐下	je m'assois 或 je m'assieds ; PC assis ; 反身动词用 être	Asseyez-vous, je vous en prie.
CONJUG	核心不规则	offrir / ouvrir	v.	to offer / to open	提供/打开	按 -er 动词变位：j'offre, j'ouvre ; PC offert, ouvert	Le centre offre des cours gratuits.
CONJUG	核心不规则	partir / sortir / dormir	v.	to leave / go out / sleep	离开/出去/睡觉	je pars, je sors, je dors（去掉词干末辅音）; partir 和 sortir 的 PC 用 être	Je pars à sept heures.
CONJUG	核心不规则	suivre	v.	to follow / to take (a course)	跟随/上课	je suis, nous suivons ; PC suivi ; 注意 je suis 与 être 同形	Je suis des cours de francisation.
CONJUG	核心不规则	vivre	v.	to live	生活	je vis, nous vivons ; PC vécu ; 与 habiter 的区别：vivre 更抽象	Je vis au Canada depuis deux ans.
CONJUG	规则变化	-er 动词	gram.	-er verbs	第一组动词	占法语动词 90%：parler → je parle, nous parlons ; PC parlé	Je parle français et anglais.
CONJUG	规则变化	-ir 动词（第二组）	gram.	-ir verbs (finir type)	第二组动词	finir → je finis, nous finissons（加 -iss-）; PC fini	Nous finissons à dix-sept heures.
CONJUG	规则变化	-cer / -ger 动词	gram.	spelling-change verbs	拼写变化动词	commencer → nous commençons ; manger → nous mangeons（保软音）	Nous commençons la réunion à neuf heures.
CONJUG	规则变化	-eler / -eter 动词	gram.	doubling verbs	双写辅音动词	appeler → j'appelle ; acheter → j'achète	Je m'appelle Jian.
CONJUG	规则变化	-yer 动词	gram.	y to i verbs	y 变 i 动词	payer → je paie ; employer → j'emploie ; essayer → j'essaie	J'essaie de répondre rapidement.
CONJUG	时态用法	passé composé	gram.	perfect tense	复合过去时	叙述已完成的具体动作，Tâche 2 主干时态	Hier, j'ai visité trois appartements.
CONJUG	时态用法	imparfait	gram.	imperfect tense	未完成过去时	描写背景、状态、习惯动作。与 PC 的对立是 EE 最大扣分点	Il pleuvait et je ne connaissais personne.
CONJUG	时态用法	PC vs imparfait	gram.	perfect vs imperfect	两者对立	背景用 imparfait，打断背景的动作用 PC	Je dormais quand le téléphone a sonné.
CONJUG	时态用法	être 作助动词	gram.	être as auxiliary	用 être 的复合过去时	所有反身动词 + 来去生死类动词（aller, venir, partir, arriver, rester, naître, mourir…）	Je me suis levé tôt. Elle est arrivée hier.
CONJUG	时态用法	过去分词性数配合	gram.	past participle agreement	过去分词配合	用 être 时与主语配合；用 avoir 时只与前置直接宾语配合	Les documents que j'ai envoyés sont arrivés.
CONJUG	时态用法	plus-que-parfait	gram.	pluperfect	愈过去时	表示过去的过去：avais/étais + 过去分词。NCLC 7 需会认，会用更好	J'avais déjà envoyé le formulaire quand il m'a appelé.
CONJUG	时态用法	futur simple	gram.	simple future	简单将来时	原形 + ai/as/a/ons/ez/ont。书面用，口语可用 futur proche	Je vous enverrai les documents demain.
CONJUG	时态用法	futur proche	gram.	near future	最近将来时	aller + 原形。口语更自然，EO 可多用	Je vais déménager le mois prochain.
CONJUG	时态用法	conditionnel présent	gram.	present conditional	条件式现在时	词干同 futur + imparfait 词尾。表礼貌与假设，EO2 必用	Je voudrais des renseignements. Ce serait possible ?
CONJUG	时态用法	si + imparfait, conditionnel	gram.	if-clause type 2	假设句型二	si 从句绝不用条件式，这是高频错误	Si j'avais plus de temps, je suivrais un cours.
CONJUG	时态用法	si + présent, futur	gram.	if-clause type 1	假设句型一	真实条件	Si vous acceptez, je viendrai demain.
CONJUG	虚拟式	subjonctif présent	gram.	present subjunctive	虚拟式现在时	词干取 ils 形式去 -ent，加 e/es/e/ions/iez/ent	Il faut que je finisse ce rapport.
CONJUG	虚拟式	il faut que	expr.	it is necessary that	必须	最高频虚拟式触发词	Il faut que vous remplissiez ce formulaire.
CONJUG	虚拟式	bien que / quoique	conj.	although	尽管	让步连词，必接虚拟式	Bien que ce soit cher, cela en vaut la peine.
CONJUG	虚拟式	pour que / afin que	conj.	so that	以便	目的连词，必接虚拟式	Je vous écris pour que vous soyez informé.
CONJUG	虚拟式	avant que	conj.	before	在……之前	接虚拟式；但 après que 接直陈式	Avant que vous partiez, signez ici.
CONJUG	虚拟式	情感与意愿动词	gram.	verbs of emotion and will	情感意愿触发虚拟式	vouloir que, souhaiter que, regretter que, avoir peur que	Je souhaite que vous puissiez venir.
CONJUG	虚拟式	不用虚拟式的陷阱	gram.	indicative traps	直陈式陷阱	espérer que, après que, parce que, il est certain que 都接直陈式	J'espère que vous allez bien.
CONJUG	代词	COD / COI 位置	gram.	object pronoun placement	宾语代词位置	动词前：je le vois, je lui parle ; 复合时态放助动词前	Je vous l'enverrai demain.
CONJUG	代词	en / y	gram.	pronouns en and y	代词 en 和 y	en 代替 de + 名词，y 代替 à + 名词或地点	J'y pense souvent. J'en ai besoin.
CONJUG	代词	关系代词 qui / que / dont / où	gram.	relative pronouns	关系代词	qui 主语，que 宾语，dont 代 de，où 地点时间。EE 提升句式复杂度的关键	C'est la personne dont je vous ai parlé.
CONJUG	否定	ne … pas / plus / jamais / rien / personne	gram.	negation forms	否定形式	复合时态：ne + 助动词 + pas + 分词；personne 和 rien 位置特殊	Je n'ai rien reçu. Je n'ai vu personne.
CONJUG	被动与无人称	on	pron.	one / we / people	人们/我们	口语代替 nous，也表被动含义，EO 高频	On nous a dit que c'était complet.
CONJUG	被动与无人称	il y a / il s'agit de	expr.	there is / it is about	有/涉及	无人称结构，书面高频	Il s'agit d'un problème de chauffage.
GENRE	阳性词尾	-ment	gram.	masculine ending	阳性词尾	le logement, le gouvernement, le paiement, le document — 几乎无例外	Le logement coûte cher en ville.
GENRE	阳性词尾	-age	gram.	masculine ending	阳性词尾	le voyage, le stationnement 不算, le chômage, le message — 例外：la plage, la page, l'image, la cage	Le chômage a baissé cette année.
GENRE	阳性词尾	-eau / -ou	gram.	masculine ending	阳性词尾	le bureau, le niveau, le cadeau — 例外：l'eau (f.), la peau	Le niveau de vie est élevé ici.
GENRE	阳性词尾	-isme	gram.	masculine ending	阳性词尾	le tourisme, le bilinguisme, le racisme — 无例外	Le bilinguisme est une richesse.
GENRE	阳性词尾	-eur（事物/职业）	gram.	masculine ending	阳性词尾	le secteur, l'ordinateur, le travailleur — 但抽象名词 -eur 多为阴性	Le secteur de la santé recrute.
GENRE	阳性词尾	-oir	gram.	masculine ending	阳性词尾	le devoir, le pouvoir, le couloir, le trottoir	Le trottoir est glissant ce matin.
GENRE	阳性词尾	-al / -ail	gram.	masculine ending	阳性词尾	le journal, le travail, le total — 复数 -aux	Le journal local a publié l'annonce.
GENRE	阳性词尾	-if	gram.	masculine ending	阳性词尾	l'objectif, le tarif, le motif	Quel est le tarif mensuel ?
GENRE	阴性词尾	-tion / -sion	gram.	feminine ending	阴性词尾	la situation, la formation, la décision, la pension — 几乎无例外，覆盖极多抽象名词	La formation dure six mois.
GENRE	阴性词尾	-té / -tié	gram.	feminine ending	阴性词尾	la société, la qualité, la citoyenneté, l'amitié — 例外：le côté, l'été	La qualité du service laisse à désirer.
GENRE	阴性词尾	-ure	gram.	feminine ending	阴性词尾	la culture, la nature, la structure, la signature	La signature du bail est prévue demain.
GENRE	阴性词尾	-ance / -ence	gram.	feminine ending	阴性词尾	l'assurance, l'expérience, la différence — 例外：le silence, le service 不属此类	L'assurance habitation est obligatoire.
GENRE	阴性词尾	-ette / -elle	gram.	feminine ending	阴性词尾	la recette, la nouvelle, la poubelle	Sortez la poubelle ce soir.
GENRE	阴性词尾	-ie	gram.	feminine ending	阴性词尾	la pharmacie, l'économie, la garderie, la mairie — 例外：le parapluie, l'incendie	La garderie ouvre à sept heures.
GENRE	阴性词尾	-esse / -eur（抽象）	gram.	feminine ending	阴性词尾	la richesse, la vitesse ; la chaleur, la douleur, la peur	La chaleur est difficile à supporter.
GENRE	阴性词尾	-ade / -ude	gram.	feminine ending	阴性词尾	la salade, l'habitude, l'attitude, la solitude	J'ai l'habitude de me lever tôt.
GENRE	易错阳性	le problème	n.m.	problem	问题	以 -ème 结尾的希腊来源词是阳性：le système, le thème, le poème	Le problème persiste depuis un mois.
GENRE	易错阳性	le groupe	n.m.	group	团体	结尾 -e 但阳性，中国学习者高频错	Le groupe se réunit chaque semaine.
GENRE	易错阳性	le domaine	n.m.	field / area	领域	结尾 -e 但阳性	Je travaille dans le domaine de la santé.
GENRE	易错阳性	le salaire	n.m.	salary	工资	-aire 多为阳性：le formulaire, le propriétaire, le dictionnaire	Le salaire est versé le quinze.
GENRE	易错阳性	le silence	n.m.	silence	沉默	-ence 结尾的罕见阳性例外	Le silence de l'administration est inquiétant.
GENRE	易错阳性	le musée	n.m.	museum	博物馆	-ée 结尾的阳性例外，还有 le lycée	Le musée est gratuit le premier dimanche.
GENRE	易错阳性	le magasin	n.m.	store	商店	与 la magasinage 无关，注意区分	Le magasin ferme à vingt et une heures.
GENRE	易错阳性	l'hôpital	n.m.	hospital	医院	元音开头看不出性，必须记	L'hôpital est à dix minutes d'ici.
GENRE	易错阳性	l'argent	n.m.	money	钱	元音开头，阳性，不可数	Je n'ai pas assez d'argent ce mois-ci.
GENRE	易错阳性	l'emploi	n.m.	job / employment	就业	元音开头，阳性	L'emploi dans ce secteur augmente.
GENRE	易错阴性	la fin	n.f.	end	结束	结尾辅音但阴性	La fin de semaine s'annonce froide.
GENRE	易错阴性	la part	n.f.	share / part	部分	注意 le départ 是阳性	Une grande part du budget y est consacrée.
GENRE	易错阴性	la façon	n.f.	way / manner	方式	de cette façon 固定搭配	De cette façon, tout le monde y gagne.
GENRE	易错阴性	la fois	n.f.	time (occurrence)	次	une fois, deux fois ; 与 le temps 区分	C'est la troisième fois que je vous écris.
GENRE	易错阴性	la plupart	n.f.	most	大部分	la plupart des + 复数 + 复数动词	La plupart des gens sont d'accord.
GENRE	易错阴性	la santé	n.f.	health	健康	-té 规则	La santé publique relève des provinces.
GENRE	易错阴性	l'eau	n.f.	water	水	-eau 结尾的阴性例外	L'eau chaude ne fonctionne plus.
GENRE	易错阴性	l'entreprise	n.f.	company	企业	元音开头，阴性	L'entreprise a embauché vingt personnes.
GENRE	易错阴性	l'année	n.f.	year	年	-ée 结尾阴性；与 l'an (m.) 并存，用法不同	L'année prochaine, je déménage.
GENRE	易错阴性	l'expérience	n.f.	experience	经验	元音开头，阴性	J'ai dix ans d'expérience dans ce domaine.
GENRE	易错阴性	l'assurance	n.f.	insurance	保险	元音开头，阴性	L'assurance-emploi couvre le congé parental.
GENRE	同形异性	le livre / la livre	n.	book / pound	书/磅	性别改变词义，考点	J'ai acheté un livre. Une livre de beurre.
GENRE	同形异性	le poste / la poste	n.	position / post office	职位/邮局	TCF 高频，两者都常用	Je postule à ce poste. Je vais à la poste.
GENRE	同形异性	le tour / la tour	n.	turn, trip / tower	轮次、游览/塔	考点	C'est mon tour. La tour est visible de loin.
GENRE	同形异性	le mode / la mode	n.	method / fashion	方式/时尚	le mode de vie 是高频搭配	Le mode de vie ici est différent.
GENRE	同形异性	le critique / la critique	n.	critic / criticism	评论家/批评	议论文语境	La critique est constructive.
GENRE	同形异性	le manche / la manche	n.	handle / sleeve	柄/袖子	La Manche 还指英吉利海峡	Les manches sont trop longues.
GENRE	复数陷阱	les gens	n.m.pl.	people	人们	永远复数，动词用复数	Les gens sont accueillants ici.
GENRE	复数陷阱	les vacances	n.f.pl.	holidays	假期	永远复数	Les vacances commencent en juillet.
GENRE	复数陷阱	les frais	n.m.pl.	fees / costs	费用	永远复数，TCF 高频	Les frais de dossier sont de 100 dollars.
GENRE	复数陷阱	les renseignements	n.m.pl.	information	信息	法语用复数，英语 information 不可数	Je voudrais des renseignements sur le poste.
GENRE	复数陷阱	les transports en commun	n.m.pl.	public transit	公共交通	固定复数	Les transports en commun sont efficaces ici.
GENRE	复数陷阱	-al → -aux	gram.	plural of -al nouns	复数变化	le journal → les journaux ; le travail → les travaux	Les travaux dureront trois mois.
GENRE	复数陷阱	-eau → -eaux	gram.	plural of -eau nouns	复数变化	le bureau → les bureaux ; le niveau → les niveaux	Les bureaux sont fermés le samedi.
ABSTRAIT	评价程度	important / considérable	adj.	significant / considerable	重要的/相当大的	une augmentation considérable，比 grand 高级	Il y a eu une augmentation considérable des loyers.
ABSTRAIT	评价程度	majeur / mineur	adj.	major / minor	重大的/次要的	un problème majeur	C'est un enjeu majeur pour la région.
ABSTRAIT	评价程度	croissant	adj.	growing	不断增长的	un nombre croissant de，高分搭配	Un nombre croissant de gens télétravaillent.
ABSTRAIT	评价程度	répandu	adj.	widespread	普遍的	比 commun 高级	Cette pratique est très répandue au Canada.
ABSTRAIT	评价程度	fréquent / rare	adj.	frequent / rare	频繁的/罕见的	频率描述	Les pannes sont fréquentes en hiver.
ABSTRAIT	评价程度	suffisant / insuffisant	adj.	sufficient / insufficient	足够的/不足的	比 assez 正式	Les ressources sont insuffisantes.
ABSTRAIT	评价程度	excessif	adj.	excessive	过度的	带批评色彩	Le temps d'écran excessif nuit au sommeil.
ABSTRAIT	评价程度	limité	adj.	limited	有限的	des moyens limités	Les places sont limitées.
ABSTRAIT	评价程度	nettement	adv.	clearly / markedly	明显地	nettement supérieur，高分副词	Les résultats sont nettement meilleurs.
ABSTRAIT	评价程度	largement	adv.	widely / by far	广泛地/远远	largement suffisant	Cette opinion est largement partagée.
ABSTRAIT	评价程度	à peine	loc.	barely	勉强/几乎不	高分副词短语	Il gagne à peine de quoi payer le loyer.
ABSTRAIT	评价程度	de plus en plus / de moins en moins	loc.	more and more / less and less	越来越多/越来越少	趋势描述必备	De plus en plus de familles quittent la ville.
ABSTRAIT	可行价值	efficace / l'efficacité	adj./n.f.	effective / effectiveness	有效的/有效性	与 efficient 区分	Cette méthode est très efficace.
ABSTRAIT	可行价值	rentable	adj.	profitable / cost-effective	划算的	经济论证高频	Ce n'est pas rentable à long terme.
ABSTRAIT	可行价值	réaliste / irréaliste	adj.	realistic / unrealistic	现实的	评价方案	Cet objectif me paraît irréaliste.
ABSTRAIT	可行价值	faisable / la faisabilité	adj./n.f.	feasible / feasibility	可行的/可行性	项目论证	Le projet est techniquement faisable.
ABSTRAIT	可行价值	bénéfique	adj.	beneficial	有益的	être bénéfique pour	L'exercice est bénéfique pour la santé mentale.
