section|theme|fr|pos|en|zh|note|exemple
TRAVAIL|行业岗位|le travailleur autonome|n.m.|self-employed worker|自雇者|加拿大税务与移民语境|Les travailleurs autonomes déclarent eux-mêmes leurs revenus.
TRAVAIL|办公日常|la salle de réunion|n.f.|meeting room|会议室|预订场景|La salle de réunion est occupée jusqu'à midi.
TRAVAIL|办公日常|les fournitures de bureau|n.f.pl.|office supplies|办公用品|采购场景|Il faut commander des fournitures de bureau.
TRAVAIL|办公日常|transmettre / faire suivre|v.|to forward|转交/转发|邮件动作|Je vous fais suivre le courriel du client.
TRAVAIL|客户业务|le chiffre d'affaires|n.m.|revenue / turnover|营业额|经营指标|Le chiffre d'affaires a progressé de 8 pour cent.
TRAVAIL|客户业务|l'objectif / atteindre un objectif|n.m./v.|target / to reach a target|目标/达成目标|绩效语境|Nous avons atteint nos objectifs trimestriels.
TRAVAIL|培训安全|l'accueil et l'intégration|n.m./n.f.|onboarding|入职接待与融入|加拿大 HR 用语|L'accueil et l'intégration des nouveaux employés durent deux semaines.
TRAVAIL|培训安全|la formation en ligne|n.f.|online training|线上培训|强制培训常见形式|La formation en ligne est obligatoire avant le début.
TRAVAIL|培训安全|l'équipement de protection individuelle (EPI)|n.m.|personal protective equipment|个人防护装备|工地与工厂强制|Le port de l'EPI est obligatoire sur le chantier.
TRAVAIL|培训安全|l'accident du travail|n.m.|workplace accident|工伤事故|劳动法语境|Tout accident du travail doit être déclaré.
TRAVAIL|培训安全|l'exercice d'évacuation|n.m.|fire drill|疏散演习|职场通知类|Un exercice d'évacuation aura lieu jeudi.
TRAVAIL|培训安全|le risque professionnel|n.m.|occupational risk|职业风险|安全培训|Les risques professionnels varient selon le poste.
TRAVAIL|团队协作|l'équipe / le travail d'équipe|n.f./n.m.|team / teamwork|团队/团队合作|求职与绩效高分|J'apprécie beaucoup le travail d'équipe.
TRAVAIL|团队协作|collaborer avec|v.|to collaborate with|与……协作|介词用 avec|Je collabore avec le service des finances.
TRAVAIL|团队协作|tenir au courant|expr.|to keep informed|保持知会|职场沟通固定搭配|Je vous tiendrai au courant de l'avancement.
TRAVAIL|团队协作|faire le point|expr.|to take stock / to review progress|梳理进展|会议用语，高分|Faisons le point sur le dossier lundi.
TRAVAIL|团队协作|l'ambiance de travail|n.f.|work atmosphere|工作氛围|职场评价|L'ambiance de travail est excellente ici.
TRAVAIL|团队协作|le climat de confiance|n.m.|climate of trust|信任氛围|管理论述高分|Un climat de confiance améliore la productivité.
TRAVAIL|劳动法规|les normes du travail|n.f.pl.|employment standards|劳动标准|魁北克法定术语|Les normes du travail fixent le préavis minimal.
TRAVAIL|劳动法规|le jour férié|n.m.|statutory holiday|法定假日|加拿大常见|Lundi est un jour férié.
TRAVAIL|劳动法规|les congés annuels|n.m.pl.|annual leave|年假|雇佣条款|J'ai droit à trois semaines de congés annuels.
TRAVAIL|劳动法规|la convention collective|n.f.|collective agreement|集体协议|工会制度核心|La convention collective expire en décembre.
TRAVAIL|劳动法规|la cotisation syndicale|n.f.|union dues|工会会费|工资条扣款项|La cotisation syndicale est prélevée à la source.
TRAVAIL|劳动法规|l'entente de confidentialité|n.f.|non-disclosure agreement|保密协议|入职文件|Vous devez signer une entente de confidentialité.
LOGEMENT|房屋结构|le stationnement intérieur|n.m.|indoor parking|室内停车位|加拿大冬季重要卖点|Le stationnement intérieur coûte 100 dollars de plus.
LOGEMENT|房屋结构|le détecteur de fumée|n.m.|smoke detector|烟雾报警器|法律强制安装|Le détecteur de fumée doit être vérifié chaque année.
LOGEMENT|房屋结构|le panneau électrique|n.m.|electrical panel|配电箱|电路故障|Le disjoncteur a sauté dans le panneau électrique.
LOGEMENT|家务生活|faire le ménage|expr.|to do the housework|做家务|固定搭配|Je fais le ménage le samedi matin.
LOGEMENT|家务生活|faire la lessive|expr.|to do the laundry|洗衣服|固定搭配，不说 laver les vêtements|Je fais la lessive deux fois par semaine.
LOGEMENT|家务生活|sortir les poubelles|expr.|to take out the garbage|倒垃圾|固定搭配|N'oublie pas de sortir les poubelles.
LOGEMENT|家务生活|passer l'aspirateur|expr.|to vacuum|吸尘|固定搭配|Je passe l'aspirateur tous les dimanches.
LOGEMENT|家务生活|la facture d'électricité|n.f.|electricity bill|电费账单|加拿大也说 facture d'Hydro|La facture d'électricité a doublé en janvier.
LOGEMENT|租房流程|l'enquête de crédit|n.f.|credit check|信用审查|加拿大租房必经|Le propriétaire a fait une enquête de crédit.
LOGEMENT|租房流程|la reconduction du bail|n.f.|lease renewal|租约续签|魁北克租约自动续签制度|La reconduction du bail est automatique.
LOGEMENT|租房流程|l'augmentation de loyer|n.f.|rent increase|涨租|受法律限制|L'augmentation de loyer doit être justifiée.
LOGEMENT|租房流程|l'avis de résiliation|n.m.|notice of termination|解约通知|正式文件名|J'ai envoyé un avis de résiliation.
LOGEMENT|租房流程|le Tribunal administratif du logement|n.m.|housing tribunal|住房仲裁法庭|魁北克特有机构，原名 Régie du logement|Le litige a été porté devant le Tribunal administratif du logement.
LOGEMENT|邻里社区|le parc / l'aire de jeux|n.m./n.f.|park / playground|公园/游乐场|家庭生活|L'aire de jeux a été rénovée.
LOGEMENT|邻里社区|la bibliothèque de quartier|n.f.|local library|社区图书馆|免费资源|La bibliothèque de quartier offre des ateliers.
LOGEMENT|邻里社区|la collecte des ordures|n.f.|garbage collection|垃圾收运|市政服务|La collecte des ordures a lieu le mercredi.
LOGEMENT|邻里社区|le bac de recyclage|n.m.|recycling bin|回收箱|加拿大分类容器|Sortez le bac de recyclage la veille.
LOGEMENT|邻里社区|la réunion de copropriété|n.f.|condo owners' meeting|业主大会|共管公寓治理|La réunion de copropriété aura lieu en mars.
SANTE|科室人员|l'infirmière praticienne|n.f.|nurse practitioner|执业护士|加拿大可独立开药，缓解医生短缺|Une infirmière praticienne peut renouveler l'ordonnance.
SANTE|科室人员|le dentiste / l'hygiéniste dentaire|n.m.|dentist / dental hygienist|牙医/洁牙师|牙科通常不在公费范围|Le dentiste n'est pas couvert par la RAMQ.
SANTE|科室人员|le proche aidant|n.m.|family caregiver|家庭照护者|魁北克老龄化议题高频用词|Les proches aidants reçoivent peu de soutien.
SANTE|检查治疗|le bilan de santé|n.m.|health check-up|体检|年度检查|Je fais un bilan de santé chaque année.
SANTE|检查治疗|la prise de sang|n.f.|blood test|抽血化验|常见检查|La prise de sang se fait à jeun.
SANTE|检查治疗|le renouvellement d'ordonnance|n.m.|prescription refill|续方|药房场景|Le renouvellement d'ordonnance se fait en ligne.
SANTE|检查治疗|le médicament générique|n.m.|generic drug|仿制药|省钱选项|Le médicament générique coûte trois fois moins cher.
SANTE|急救突发|la réaction allergique|n.f.|allergic reaction|过敏反应|急诊常见|Il a eu une réaction allergique aux arachides.
SANTE|急救突发|la commotion cérébrale|n.f.|concussion|脑震荡|运动与跌倒|Le joueur a subi une commotion cérébrale.
SANTE|急救突发|la réanimation cardiorespiratoire (RCR)|n.f.|CPR|心肺复苏|急救培训缩写|Tous les sauveteurs sont formés en RCR.
SANTE|急救突发|le coup de chaleur|n.m.|heatstroke|中暑|夏季风险|Les aînés sont plus vulnérables au coup de chaleur.
SANTE|照护人群|l'aîné / la personne âgée|n.m./n.f.|senior / elderly person|长者|加拿大法语用 aîné，更中性|Les aînés bénéficient d'un tarif réduit.
SANTE|照护人群|les soins à domicile|n.m.pl.|home care|居家照护|老龄化政策|Les soins à domicile permettent de rester chez soi.
SANTE|照护人群|la résidence pour personnes âgées|n.f.|seniors' residence|养老院|居住选项|Mes parents vivent en résidence pour personnes âgées.
SANTE|照护人群|le handicap / en situation de handicap|n.m./loc.|disability|残障|加拿大标准中性表述|Les personnes en situation de handicap ont un accès prioritaire.
SANTE|照护人群|le calendrier de vaccination|n.m.|immunisation schedule|免疫接种时间表|儿童保健|Suivez le calendrier de vaccination recommandé.
SANTE|照护人群|le suivi de grossesse|n.m.|prenatal care|产检|孕产|Le suivi de grossesse est entièrement couvert.
SANTE|加拿大制度|le système de santé universel|n.m.|universal health care|全民医保|加拿大制度标志|Le système de santé universel est un choix de société.
SANTE|加拿大制度|médicalement nécessaire|adj.|medically necessary|医疗必需的|决定是否报销的标准|Seuls les soins médicalement nécessaires sont couverts.
SANTE|加拿大制度|non couvert par le régime public|loc.|not covered by the public plan|不在公费范围|牙科视力药费|Les soins dentaires ne sont pas couverts par le régime public.
SANTE|加拿大制度|le temps d'attente|n.m.|wait time|等候时间|加拿大医疗体系主要批评点|Les temps d'attente en chirurgie restent longs.
SANTE|加拿大制度|l'assurance médicaments|n.f.|drug insurance|药物保险|魁北克强制参保，特有制度|L'assurance médicaments est obligatoire au Québec.
SANTE|加拿大制度|la crise des opioïdes|n.f.|opioid crisis|阿片类药物危机|加拿大重大社会议题|La crise des opioïdes touche tout le pays.
SANTE|加拿大制度|la santé publique|n.f.|public health|公共卫生|机构与领域|La santé publique a émis un avertissement.
SANTE|加拿大制度|la pénurie de personnel soignant|n.f.|shortage of health workers|医护人员短缺|当前核心议题|La pénurie de personnel soignant s'aggrave.
ARGENT|工资税务|le talon de paie|n.m.|pay stub|工资条|加拿大用词|Les retenues figurent sur le talon de paie.
ARGENT|工资税务|les retenues à la source|n.f.pl.|payroll deductions|源泉扣缴|工资条核心项|Les retenues à la source comprennent l'impôt et le RRQ.
ARGENT|工资税务|le relevé 1 / le feuillet T4|n.m.|tax slips|报税单据|魁北克要同时报联邦和省两份，特有制度|Vous recevrez un T4 et un relevé 1.
ARGENT|工资税务|l'impôt fédéral / provincial|n.m.|federal / provincial tax|联邦税/省税|加拿大双层税制|Le Québec perçoit son propre impôt provincial.
ARGENT|工资税务|le remboursement d'impôt|n.m.|tax refund|退税|报税结果|J'ai reçu un remboursement d'impôt de 800 dollars.
ARGENT|工资税务|le crédit d'impôt|n.m.|tax credit|税收抵免|报税优惠|Il existe un crédit d'impôt pour les frais de garde.
ARGENT|购物消费|le magasin à grande surface|n.m.|big-box store|大卖场|加拿大零售形态|Les magasins à grande surface sont en banlieue.
ARGENT|购物消费|la politique de retour|n.f.|return policy|退货政策|消费维权|La politique de retour est de trente jours.
ARGENT|购物消费|la preuve d'achat|n.f.|proof of purchase|购买凭证|退货必需|Conservez votre preuve d'achat.
ARGENT|购物消费|le crédit en magasin|n.m.|store credit|店内代金|退款替代|Ils offrent un crédit en magasin, pas un remboursement.
ARGENT|购物消费|en vrac|loc.|in bulk|散装/批量|省钱与环保|Acheter en vrac réduit les emballages.
ARGENT|购物消费|la date de péremption|n.f.|expiry date|保质期|食品标签|Vérifiez la date de péremption.
ARGENT|购物消费|le point de fidélité|n.m.|loyalty point|积分|加拿大零售普遍|J'ai échangé mes points de fidélité.
ARGENT|贷款债务|le prêt hypothécaire|n.m.|mortgage loan|房贷|加拿大购房|Le prêt hypothécaire s'étale sur 25 ans.
ARGENT|贷款债务|le taux fixe / le taux variable|n.m.|fixed / variable rate|固定/浮动利率|房贷选择|Nous avons choisi un taux fixe de cinq ans.
ARGENT|贷款债务|la marge de crédit|n.f.|line of credit|信用额度|加拿大常见借贷|La marge de crédit a un taux plus bas.
ARGENT|贷款债务|le défaut de paiement|n.m.|default|拖欠还款|信贷风险|Un défaut de paiement nuit au dossier de crédit.
ARGENT|贷款债务|la faillite personnelle|n.f.|personal bankruptcy|个人破产|极端财务情形|La faillite personnelle reste rare.
ARGENT|退休理财|la retraite / prendre sa retraite|n.f./v.|retirement / to retire|退休|生活规划|Il prend sa retraite l'an prochain.
ARGENT|退休理财|la pension de vieillesse|n.f.|Old Age Security|老年保障金|加拿大 65 岁起的联邦福利|La pension de vieillesse commence à 65 ans.
ARGENT|退休理财|les droits de cotisation|n.m.pl.|contribution room|供款额度|REER/CELI 特有概念|Vérifiez vos droits de cotisation au CELI.
ARGENT|退休理财|le fonds commun de placement|n.m.|mutual fund|共同基金|常见产品|Mes placements sont surtout en fonds communs.
ARGENT|退休理财|le conseiller financier|n.m.|financial advisor|理财顾问|银行服务|J'ai rencontré un conseiller financier.
ARGENT|消费保护|le vol d'identité|n.m.|identity theft|身份盗用|NAS 泄露风险|Protégez votre NAS contre le vol d'identité.
ARGENT|消费保护|contester des frais|expr.|to dispute a charge|对收费提出异议|信用卡维权|J'ai contesté des frais sur mon relevé.
ARGENT|消费保护|les frais cachés|n.m.pl.|hidden fees|隐藏费用|投诉高频|Le contrat comportait des frais cachés.
ARGENT|消费保护|le délai de rétractation|n.m.|cooling-off period|反悔期|加拿大消费者保护法特有|Vous disposez d'un délai de rétractation de dix jours.
ARGENT|消费保护|l'Office de la protection du consommateur|n.m.|consumer protection office|消费者保护局|魁北克特有机构|J'ai déposé une plainte à l'Office de la protection du consommateur.
ARGENT|消费保护|la Cour des petites créances|n.f.|small claims court|小额索赔法庭|加拿大维权途径|Le litige ira à la Cour des petites créances.
TRANSPORT|冬季路况|la chaussée glissante|n.f.|slippery road|路面湿滑|加拿大冬季路况警示|Attention, chaussée glissante.
TRANSPORT|冬季路况|la fermeture de route|n.f.|road closure|道路封闭|冬季通告|Une fermeture de route est en vigueur sur l'autoroute 20.
TRANSPORT|冬季路况|le remorquage / faire remorquer|n.m./v.|towing / to have towed|拖车|违停与故障|Ma voiture a été remorquée.
TRANSPORT|冬季路况|le constat amiable|n.m.|accident report form|事故协议书|保险流程|Remplissez un constat amiable sur place.
TRANSPORT|冬季路况|la priorité / céder le passage|n.f./v.|right of way / to yield|路权/让行|交通规则|Il faut céder le passage aux piétons.
TRANSPORT|冬季路况|la piste cyclable|n.f.|bike lane|自行车道|城市规划议题|La ville a ajouté vingt kilomètres de pistes cyclables.
TRANSPORT|机场航班|la carte d'embarquement|n.f.|boarding pass|登机牌|机场文件|Téléchargez votre carte d'embarquement dans l'application.
TRANSPORT|机场航班|le vol surréservé|n.m.|overbooked flight|超售航班|投诉场景|Le vol était surréservé et j'ai été refusé.
TRANSPORT|机场航班|déclarer à la douane|expr.|to declare at customs|向海关申报|入境流程|Vous devez déclarer tout montant supérieur à 10 000 dollars.
TRANSPORT|机场航班|l'assurance voyage|n.f.|travel insurance|旅游保险|出境加拿大必备|L'assurance voyage est essentielle aux États-Unis.
TRANSPORT|住宿旅游|la haute saison / la basse saison|n.f.|peak / off season|旺季/淡季|定价|Les tarifs baissent en basse saison.
TRANSPORT|住宿旅游|le camping / le terrain de camping|n.m.|camping / campground|露营/营地|加拿大夏季热门|Les terrains de camping se réservent des mois à l'avance.
TRANSPORT|住宿旅游|le sentier de randonnée|n.m.|hiking trail|徒步路线|户外活动|Le sentier de randonnée est fermé jusqu'en juin.
TRANSPORT|住宿旅游|le parc national|n.m.|national park|国家公园|加拿大旅游特色|Un laissez-passer est requis pour le parc national.
TRANSPORT|住宿旅游|la visite guidée|n.f.|guided tour|导览游|旅游服务|Une visite guidée part toutes les heures.
TRANSPORT|通勤出行|le stationnement incitatif|n.m.|park and ride|停车换乘|加拿大通勤设施，特有用词|Il y a un stationnement incitatif au terminus.
TRANSPORT|通勤出行|la société de transport|n.f.|transit authority|公交公司|加拿大市政机构，如 STM|La société de transport a modifié ses horaires.
TRANSPORT|通勤出行|la carte OPUS|n.f.|transit card|交通卡|魁北克特有卡名|Rechargez votre carte OPUS avant de monter.
EDUCATION|魁北克学制|le secondaire 5|n.m.|final year of high school|中学五年级|魁北克特有，相当于高中毕业年|Il termine son secondaire 5 en juin.
EDUCATION|魁北克学制|la semaine de relâche|n.f.|reading week / spring break|春假周|魁北克特有说法|La semaine de relâche tombe début mars.
EDUCATION|魁北克学制|la journée pédagogique|n.f.|professional development day|教师培训日（学生放假）|魁北克特有，家长必知|Il y a une journée pédagogique vendredi.
EDUCATION|魁北克学制|la collation des grades|n.f.|convocation|毕业典礼|加拿大法语用词|La collation des grades a lieu en juin.
EDUCATION|课程学习|le plan de cours|n.m.|course outline|教学大纲|开学第一周|Le plan de cours indique toutes les échéances.
EDUCATION|课程学习|le cours magistral / le séminaire|n.m.|lecture / seminar|大课/研讨课|课型|Les séminaires comptent quinze étudiants au maximum.
EDUCATION|课程学习|le travail d'équipe（作业）|n.m.|group project|小组作业|常见任务|Le travail d'équipe compte pour trente pour cent.
EDUCATION|课程学习|l'exposé oral|n.m.|oral presentation|口头报告|课堂任务|Chaque étudiant fait un exposé oral de dix minutes.
EDUCATION|课程学习|l'examen de mi-session / final|n.m.|midterm / final exam|期中/期末考试|评估节点|L'examen de mi-session a lieu en octobre.
EDUCATION|课程学习|la note / le relevé de notes|n.f./n.m.|grade / transcript|分数/成绩单|申请材料|Commandez un relevé de notes officiel.
EDUCATION|课程学习|abandonner un cours|v.|to drop a course|退课|有截止日期|On peut abandonner un cours avant le 31 octobre.
EDUCATION|课程学习|le conseiller pédagogique|n.m.|academic advisor|学业顾问|选课规划|Le conseiller pédagogique vous aidera à choisir.
EDUCATION|资助费用|le prêt et bourse|n.m.|student loans and grants|助学贷款与助学金|魁北克特有的资助项目名|J'ai fait une demande de prêt et bourse.
EDUCATION|资助费用|les droits de scolarité|n.m.pl.|tuition fees|学费|加拿大法语用词，永远复数|Les droits de scolarité augmentent chaque année.
EDUCATION|资助费用|l'étudiant étranger|n.m.|international student|国际学生|学费通常是本地生数倍|Les étudiants étrangers paient trois fois plus.
EDUCATION|资助费用|le permis d'études|n.m.|study permit|学习许可|签证类型|Le permis d'études doit être renouvelé chaque année.
EDUCATION|资助费用|l'exemption des droits de scolarité|n.f.|tuition fee exemption|学费减免|奖学金形式|La bourse inclut une exemption des droits de scolarité.
EDUCATION|成人培训|le cours du soir|n.m.|evening class|夜校课程|在职学习|Je suis un cours du soir deux fois par semaine.
EDUCATION|成人培训|la formation à distance|n.f.|distance learning|远程学习|灵活学习方式|La formation à distance convient aux parents.
EDUCATION|成人培训|la mise à niveau|n.f.|upgrading|补修/进修|成人教育术语|Une mise à niveau en mathématiques est offerte.
EDUCATION|成人培训|la reconnaissance des acquis|n.f.|prior learning recognition|已有学习成果认定|加拿大成人教育机制|La reconnaissance des acquis peut raccourcir le programme.
EDUCATION|成人培训|l'examen d'admission à l'ordre|n.m.|professional licensing exam|执业资格考试|受监管职业准入|Il prépare l'examen d'admission à l'ordre des ingénieurs.
EDUCATION|成人培训|la profession réglementée|n.f.|regulated profession|受监管职业|加拿大特有概念|L'infirmière est une profession réglementée.
EDUCATION|成人培训|le stage rémunéré|n.m.|paid internship|带薪实习|就业导向培养|Le programme inclut un stage rémunéré.
EDUCATION|成人培训|l'alternance travail-études|n.f.|co-op program|工学交替|加拿大高校特色|L'alternance travail-études facilite l'embauche.
EDUCATION|教育议题|la taille des classes|n.f.|class size|班级规模|教育政策议题|La taille des classes influe sur la réussite.
EDUCATION|教育议题|la réussite scolaire|n.f.|academic success|学业成功|魁北克教育话语核心词|La réussite scolaire dépend aussi du milieu familial.
EDUCATION|教育议题|la formation tout au long de la vie|n.f.|lifelong learning|终身学习|议论高分表达|La formation tout au long de la vie devient la norme.
EDUCATION|教育议题|l'inadéquation des compétences|n.f.|skills mismatch|技能错配|就业教育交叉议题|On observe une inadéquation des compétences sur le marché.
EDUCATION|教育议题|la petite enfance|n.f.|early childhood|幼儿期|魁北克托育政策热点|Les services de garde à la petite enfance sont subventionnés.
EDUCATION|教育议题|l'école publique / privée|n.f.|public / private school|公立/私立学校|魁北克教育争议|Le financement de l'école privée fait débat.
SOCIETE|政治制度|le gouvernement fédéral / provincial|n.m.|federal / provincial government|联邦/省政府|加拿大两级管辖，必备概念|La santé relève du gouvernement provincial.
SOCIETE|政治制度|le premier ministre|n.m.|Prime Minister / Premier|总理/省长|联邦和省都用这个词，靠上下文区分|Le premier ministre du Québec a annoncé le budget.
SOCIETE|政治制度|le conseiller municipal / le maire|n.m.|city councillor / mayor|市议员/市长|市政层级|Le maire a présenté le plan de déneigement.
SOCIETE|政治制度|le droit de vote|n.m.|right to vote|投票权|只有公民有，PR 没有|Les résidents permanents n'ont pas le droit de vote.
SOCIETE|政治制度|la consultation publique|n.f.|public consultation|公众咨询|加拿大决策流程|Une consultation publique est en cours.
SOCIETE|政治制度|la Charte canadienne des droits et libertés|n.f.|Canadian Charter of Rights and Freedoms|加拿大权利与自由宪章|宪法核心文件|La Charte garantit la liberté d'expression.
SOCIETE|社会议题|l'inégalité sociale|n.f.|social inequality|社会不平等|议论核心|Les inégalités sociales se creusent.
SOCIETE|社会议题|l'exclusion sociale|n.f.|social exclusion|社会排斥|与 intégration 相对|L'exclusion sociale touche surtout les jeunes sans emploi.
SOCIETE|社会议题|la cohésion sociale|n.f.|social cohesion|社会凝聚力|高分抽象名词|Le bénévolat renforce la cohésion sociale.
SOCIETE|社会议题|le tissu social|n.m.|social fabric|社会结构|高分比喻表达|Ces organismes soutiennent le tissu social.
SOCIETE|社会议题|la mixité sociale|n.f.|social diversity / mixing|社会混合|城市规划议题|Les nouveaux quartiers favorisent la mixité sociale.
SOCIETE|社会议题|le racisme systémique|n.m.|systemic racism|系统性种族主义|加拿大公共辩论热点|Le rapport évoque le racisme systémique.
SOCIETE|社会议题|l'accommodement raisonnable|n.m.|reasonable accommodation|合理便利安排|加拿大法律概念，魁北克辩论焦点|L'accommodement raisonnable fait l'objet de débats.
SOCIETE|社会议题|la liberté religieuse|n.f.|religious freedom|宗教自由|与 laïcité 辩论相关|La liberté religieuse est protégée par la Charte.
SOCIETE|社会议题|la Loi 21|n.f.|Bill 21 (secularism law)|21 号法案（世俗主义法）|魁北克重大争议立法|La Loi 21 interdit certains signes religieux.
SOCIETE|社会议题|le débat public|n.m.|public debate|公共辩论|议论框架词|Ce sujet domine le débat public.
SOCIETE|社会议题|l'opinion publique|n.f.|public opinion|公众舆论|议论高频|L'opinion publique a évolué sur cette question.
SOCIETE|移民融入|le réfugié / le demandeur d'asile|n.m.|refugee / asylum seeker|难民/寻求庇护者|移民类别区分|Le Canada accueille des milliers de réfugiés chaque année.
SOCIETE|移民融入|le travailleur étranger temporaire|n.m.|temporary foreign worker|临时外籍劳工|加拿大特有项目|Les travailleurs étrangers temporaires soutiennent l'agriculture.
SOCIETE|移民融入|la barrière linguistique|n.f.|language barrier|语言障碍|移民议题核心|La barrière linguistique freine l'accès à l'emploi.
SOCIETE|移民融入|le choc culturel|n.m.|culture shock|文化冲击|移民经历，Tâche 2 高频|J'ai vécu un choc culturel les premiers mois.
SOCIETE|移民融入|le réseau social（人脉）|n.m.|social network|人脉网络|与在线社交媒体同词，靠上下文区分|Construire un réseau social prend du temps.
SOCIETE|移民融入|la double citoyenneté|n.f.|dual citizenship|双重国籍|加拿大允许|Le Canada reconnaît la double citoyenneté.
SOCIETE|家庭关系|la conciliation famille-travail|n.f.|work-family balance|家庭与工作平衡|魁北克标准表述|La conciliation famille-travail reste difficile.
SOCIETE|家庭关系|le service de garde|n.m.|childcare service|托儿服务|魁北克补贴制度|Les services de garde subventionnés coûtent 9 dollars par jour.
SOCIETE|家庭关系|la pension alimentaire|n.f.|child / spousal support|抚养费|离婚语境|La pension alimentaire est fixée par le tribunal.
SOCIETE|家庭关系|le conjoint de fait|n.m.|common-law partner|事实婚姻伴侣|加拿大法律概念，移民担保相关|Les conjoints de fait ont des droits similaires.
SOCIETE|家庭关系|la natalité / le taux de natalité|n.f.|birth rate|出生率|人口议题|Le taux de natalité est en baisse constante.
SOCIETE|家庭关系|l'espérance de vie|n.f.|life expectancy|预期寿命|人口统计|L'espérance de vie continue d'augmenter.
SOCIETE|家庭关系|le troisième âge|n.m.|old age / seniors|老年期|委婉表达|Les activités du troisième âge sont gratuites.
SOCIETE|公民参与|l'organisme sans but lucratif (OSBL)|n.m.|non-profit organisation|非营利组织|魁北克特有缩写|L'OSBL gère la banque alimentaire du quartier.
SOCIETE|公民参与|la collecte de fonds|n.f.|fundraiser|募捐活动|社区活动，Tâche 1 题材|L'école organise une collecte de fonds.
SOCIETE|公民参与|le don / faire un don|n.m./v.|donation / to donate|捐赠|公益语境|J'ai fait un don à la banque alimentaire.
SOCIETE|公民参与|la campagne de sensibilisation|n.f.|awareness campaign|宣传活动|公益固定搭配|Une campagne de sensibilisation a été lancée.
SOCIETE|公民参与|s'engager / l'engagement citoyen|v./n.m.|to get involved / civic engagement|参与/公民参与|高分表达|L'engagement citoyen est plus fort chez les aînés.
ENVIRO|日常环保|le bac brun / le bac bleu|n.m.|compost bin / recycling bin|厨余桶/回收箱|魁北克市政分类容器，特有说法|Le bac brun est ramassé le lundi.
ENVIRO|日常环保|la collecte sélective|n.f.|selective waste collection|分类收运|市政服务术语|La collecte sélective a lieu aux deux semaines.
ENVIRO|日常环保|économe en énergie|adj.|energy-efficient|节能的|家电与建筑|Les appareils économes en énergie réduisent la facture.
ENVIRO|日常环保|la subvention à la rénovation|n.f.|renovation rebate|改造补贴|政府激励|Une subvention à la rénovation couvre l'isolation.
ENVIRO|日常环保|la voiture électrique|n.f.|electric vehicle|电动车|交通减排|Les ventes de voitures électriques ont doublé.
ENVIRO|日常环保|la borne de recharge|n.f.|charging station|充电桩|基础设施|Des bornes de recharge sont installées partout.
ENVIRO|气候影响|la tarification du carbone|n.f.|carbon pricing|碳定价|加拿大核心政策争议|La tarification du carbone divise les partis.
ENVIRO|气候影响|la compensation carbone|n.f.|carbon offset|碳抵消|企业减排手段|Les compagnies aériennes proposent une compensation carbone.
ENVIRO|气候影响|la qualité de l'air|n.f.|air quality|空气质量|野火季高频|La qualité de l'air était mauvaise toute la semaine.
ENVIRO|气候影响|la fonte des glaces|n.f.|ice melt|冰川融化|气候后果|La fonte des glaces s'accélère dans l'Arctique.
ENVIRO|气候影响|la transition écologique|n.f.|green transition|生态转型|法语区政策核心表述|La transition écologique exige des investissements majeurs.
ENVIRO|自然资源|le bassin versant|n.m.|watershed|流域|水资源管理|Le bassin versant alimente toute la région.
ENVIRO|自然资源|la perte d'habitat|n.f.|habitat loss|栖息地丧失|生态议题|La perte d'habitat est la principale menace.
ENVIRO|自然资源|l'espèce menacée|n.f.|endangered species|濒危物种|保护议题|Le caribou est une espèce menacée.
ENVIRO|自然资源|l'aire protégée|n.f.|protected area|保护区|国土政策|Le Canada veut protéger 30 pour cent de son territoire.
ENVIRO|自然资源|les ressources naturelles|n.f.pl.|natural resources|自然资源|加拿大经济支柱|L'économie repose largement sur les ressources naturelles.
ENVIRO|自然资源|les sables bitumineux / l'oléoduc|n.m.|oil sands / pipeline|油砂/输油管道|加拿大能源争议核心|Les projets d'oléoduc suscitent une forte opposition.
ENVIRO|自然资源|l'exploitation minière|n.f.|mining|采矿业|加拿大资源经济|L'exploitation minière crée des emplois mais inquiète.
ENVIRO|自然资源|les milieux humides|n.m.pl.|wetlands|湿地|生态保护|Les milieux humides filtrent l'eau naturellement.
ENVIRO|社区行动|la corvée de nettoyage|n.f.|community cleanup|清洁行动|魁北克社区活动用词|Une corvée de nettoyage est organisée samedi.
ENVIRO|社区行动|le jardin communautaire|n.m.|community garden|社区花园|城市常见|Le jardin communautaire a une liste d'attente.
ENVIRO|社区行动|la plantation d'arbres|n.f.|tree planting|植树|市政倡议|La ville finance une plantation d'arbres.
ENVIRO|社区行动|le compostage domestique|n.m.|home composting|家庭堆肥|环保实践|Le compostage domestique réduit les déchets de moitié.
ENVIRO|社区行动|le zéro déchet|n.m.|zero waste|零废弃|生活方式运动|Le mouvement zéro déchet gagne du terrain.
ENVIRO|社区行动|l'économie circulaire|n.f.|circular economy|循环经济|政策高分词|L'économie circulaire limite le gaspillage des ressources.
ENVIRO|社区行动|l'obsolescence programmée|n.f.|planned obsolescence|计划性淘汰|消费议题高分词|L'obsolescence programmée pousse à la surconsommation.
ENVIRO|社区行动|s'engager à + 原形|v.|to commit to|承诺做|公益承诺|Les citoyens s'engagent à réduire leurs déchets.
ENVIRO|社区行动|un geste concret|n.m.|a concrete action|具体行动|议论结尾高分|Chaque geste concret compte.
